Query,Intent,"Target Locale","Canonical URL","Current URL(s)",Action
"google search seo in oldham",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,"https://nrlc.ai/en-us/services/ai-search-optimization/oldham/; https://nrlc.ai/en-us/services/ranking-optimization-ai/oldham/; https://nrlc.ai/en-us/services/technical-seo/oldham/; https://nrlc.ai/en-us/services/local-seo-ai/oldham/; https://nrlc.ai/en-us/careers/oldham/seo-specialist/; https://nrlc.ai/ko-kr/services/local-seo-ai/oldham/; https://nrlc.ai/en-us/services/contextual-seo-ai/oldham/; https://nrlc.ai/fr-fr/services/technical-audit-ai/oldham/; https://nrlc.ai/en-us/services/generative-seo/oldham/; https://nrlc.ai/en-us/careers/oldham/llm-strategist/; https://nrlc.ai/es-es/services/mobile-seo-ai/oldham/; https://nrlc.ai/en-us/services/claude-optimization/oldham/; https://nrlc.ai/en-us/services/ai-overviews-optimization/oldham/; https://nrlc.ai/en-us/careers/oldham/technical-writer/; https://nrlc.ai/fr-fr/services/llm-content-strategy/oldham/; https://nrlc.ai/es-es/services/accuracy-optimization-ai/oldham/",301_redirect
"search engine optimization omaha",general_seo,en-us,,,keep
"seo firm stockport",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/stockport/,"https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/; https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/; https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/; https://nrlc.ai/en-us/careers/stockport/technical-writer/; https://nrlc.ai/en-gb/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/technical-seo/stockport/; https://nrlc.ai/en-us/services/generative-seo/stockport/; https://nrlc.ai/en-us/services/ai-search-optimization/stockport/; https://nrlc.ai/en-us/services/multimodal-seo-ai/stockport/; https://nrlc.ai/en-us/services/voice-search-optimization/stockport/; https://nrlc.ai/fr-fr/services/schema-markup-ai/stockport/; https://nrlc.ai/en-us/services/ranking-optimization-ai/stockport/; https://nrlc.ai/es-es/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/llm-optimization/stockport/; https://nrlc.ai/en-us/services/copilot-optimization/stockport/",301_redirect
"seo packages for peterborough",general_seo,en-us,,,keep
"seo specialist virginia beach",general_seo,en-us,,,keep
"detroit search engine optimization",general_seo,en-us,,,keep
"e-commerce seo ottawa",general_seo,en-us,,,keep
"mito schema",unknown,en-us,,,keep
"seo services swansea",general_seo,en-us,,,keep
"website search engine optimization stockport",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/stockport/,"https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/; https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/; https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/; https://nrlc.ai/en-us/careers/stockport/technical-writer/; https://nrlc.ai/en-gb/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/technical-seo/stockport/; https://nrlc.ai/en-us/services/generative-seo/stockport/; https://nrlc.ai/en-us/services/ai-search-optimization/stockport/; https://nrlc.ai/en-us/services/multimodal-seo-ai/stockport/; https://nrlc.ai/en-us/services/voice-search-optimization/stockport/; https://nrlc.ai/fr-fr/services/schema-markup-ai/stockport/; https://nrlc.ai/en-us/services/ranking-optimization-ai/stockport/; https://nrlc.ai/es-es/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/llm-optimization/stockport/; https://nrlc.ai/en-us/services/copilot-optimization/stockport/",301_redirect
"entity optimisation services",unknown,en-us,,,keep
"relevance engine",unknown,en-us,,,keep
"seo in stoke on trent",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/stoke-on-trent/,"https://nrlc.ai/en-us/services/semantic-seo-ai/stoke-on-trent/; https://nrlc.ai/en-us/services/international-seo/stoke-on-trent/; https://nrlc.ai/ko-kr/services/perplexity-optimization/stoke-on-trent/; https://nrlc.ai/en-us/services/copilot-optimization/stoke-on-trent/; https://nrlc.ai/fr-fr/services/generative-seo/stoke-on-trent/; https://nrlc.ai/fr-fr/services/entity-optimization-ai/stoke-on-trent/; https://nrlc.ai/en-gb/services/ecommerce-ai-seo/stoke-on-trent/; https://nrlc.ai/en-gb/services/crawl-clarity/stoke-on-trent/; https://nrlc.ai/de-de/services/bard-optimization/stoke-on-trent/; https://nrlc.ai/es-es/services/ecommerce-ai-seo/stoke-on-trent/; https://nrlc.ai/en-us/services/perplexity-optimization/stoke-on-trent/; https://nrlc.ai/en-us/services/knowledge-graph-ai/stoke-on-trent/",301_redirect
"nottingham seo company",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/nottingham/,"https://nrlc.ai/fr-fr/services/voice-search-optimization/nottingham/; https://nrlc.ai/ko-kr/services/ai-search-optimization/nottingham/; https://nrlc.ai/de-de/services/technical-seo/nottingham/; https://nrlc.ai/en-us/services/llm-seeding/nottingham/; https://nrlc.ai/es-es/services/training/nottingham/; https://nrlc.ai/ko-kr/services/claude-optimization/nottingham/; https://nrlc.ai/es-es/services/intent-optimization-ai/nottingham/; http://nrlc.ai/de-de/services/technical-audit-ai/nottingham/; https://nrlc.ai/ko-kr/services/site-audits/nottingham/; https://nrlc.ai/en-us/services/technical-seo/nottingham/; https://nrlc.ai/en-us/services/voice-search-optimization/nottingham/",301_redirect
"seo company stockport",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/stockport/,"https://nrlc.ai/fr-fr/services/conversion-optimization-ai/stockport/; https://nrlc.ai/de-de/services/relevance-optimization-ai/stockport/; https://nrlc.ai/ko-kr/services/conversational-seo-ai/stockport/; https://nrlc.ai/en-us/careers/stockport/technical-writer/; https://nrlc.ai/en-gb/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/technical-seo/stockport/; https://nrlc.ai/en-us/services/generative-seo/stockport/; https://nrlc.ai/en-us/services/ai-search-optimization/stockport/; https://nrlc.ai/en-us/services/multimodal-seo-ai/stockport/; https://nrlc.ai/en-us/services/voice-search-optimization/stockport/; https://nrlc.ai/fr-fr/services/schema-markup-ai/stockport/; https://nrlc.ai/en-us/services/ranking-optimization-ai/stockport/; https://nrlc.ai/es-es/services/local-seo-ai/stockport/; https://nrlc.ai/en-us/services/llm-optimization/stockport/; https://nrlc.ai/en-us/services/copilot-optimization/stockport/",301_redirect
"seo company sudbury",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/sudbury/,"https://nrlc.ai/fr-fr/services/local-seo-ai/sudbury/; https://nrlc.ai/es-es/services/site-audits/sudbury/; https://nrlc.ai/en-us/services/link-building-ai/sudbury/",301_redirect
"seo marketing blackpool",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/blackpool/,"https://nrlc.ai/en-us/services/verification-optimization-ai/blackpool/; https://nrlc.ai/es-es/services/international-seo/blackpool/; https://nrlc.ai/fr-fr/services/local-seo-ai/blackpool/; https://nrlc.ai/en-us/services/perplexity-optimization/blackpool/; https://nrlc.ai/en-us/careers/blackpool/llm-strategist/; https://nrlc.ai/en-us/services/technical-seo/blackpool/; https://nrlc.ai/en-us/services/trust-optimization-ai/blackpool/; https://nrlc.ai/fr-fr/services/multimodal-seo-ai/blackpool/; https://nrlc.ai/ko-kr/services/metadata-optimization-ai/blackpool/; https://nrlc.ai/en-us/services/llm-content-strategy/blackpool/; https://nrlc.ai/en-us/careers/blackpool/schema-engineer/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",301_redirect
"seo search engine optimisation innorwich",local_seo_uk,en-gb,https://nrlc.ai/en-gb/services/local-seo-ai/norwich/,"https://nrlc.ai/en-us/services/local-seo-ai/norwich/; https://nrlc.ai/en-us/services/llm-content-strategy/norwich/; https://nrlc.ai/en-us/services/b2b-seo-ai/norwich/; https://nrlc.ai/en-us/services/technical-seo/norwich/; https://nrlc.ai/ko-kr/services/authority-optimization-ai/norwich/; https://nrlc.ai/ko-kr/services/local-seo-ai/norwich/; https://nrlc.ai/fr-fr/services/training/norwich/; https://nrlc.ai/en-us/services/training/norwich/; https://nrlc.ai/es-es/services/ai-search-optimization/norwich/; https://nrlc.ai/de-de/services/technical-seo/norwich/; https://nrlc.ai/en-us/services/mobile-seo-ai/norwich/; https://nrlc.ai/ko-kr/services/ai-citation-optimization/norwich/; https://nrlc.ai/en-us/services/semantic-seo-ai/norwich/",301_redirect
"""seo service""",general_seo,en-us,,,keep
"llm ai",unknown,en-us,,,keep
